"tweet","sentiment","id"
"Glad to be back home in sunny California. God is great!",3,NA
"Outside: 66.9 F, Humidity: 63%, Wind: (132) 14 mph, Press: 29.58"", Rain: 0.40",2,NA
"RT @mention: Special Weather Statement issued May 13 at 5:26PM CDT expiring May 13 at 5:55PM CDT by NWS Jackson {link}... http ...",2,NA
"Our students hung out with some awesome Scouts this weekend. Perfect weather, too! {link} - Thanks @mention!",3,NA
"Heading to Citizens Bank Park for the game tonight. Weather looks good so far.",3,NA
"RT @mention: Storm with heavy rain, lightning and small hail moving toward Polkton in Cleveland Co.",2,NA
"Hello tan and sunshine, it's been too long!",3,NA
"#WEATHER:  2:53 am : 40.0F. Feels 34F. 30.22% Humidity. 9.2MPH East Wind.",2,NA
"#WEATHER:  10:53 pm: 57.0F. Feels 53F. 29.87% Humidity. 16.1MPH Northwest Wind.",2,NA
"How can people be so afraid of thunderstorms when they look so amazing?!",3,NA
"More thunderstorms. Blargh. Glad I'm not one of the humorless triathletes out here about to have to swim in an hour! They're so funny.",1,NA
"Trinidad is pretty great, Birds singin, 90deg, sunny, humid. I feel like I'm at a spa with mosquitos and harmful UV rays.",3,NA
"Done cuttin the grass. Its hot as fuck outside",1,NA
"RT @mention: #PAH issues Severe Thunderstorm Warning for  Daviess, Henderson [KY] and Spencer, Warrick [IN] till 5:45 PM CDT {link} ...",2,NA
"Heading to Castle Park to play football and bask in the sunshine #lad.",3,NA
"RT @mention: I hate the weather here in Houston",1,NA
"Enjoying the sunshine today after yesterday's Winter weather. Just a shame I have to look at outside through an office window. Ah well.",3,NA
"@mention @mention 95 degrees today and not a cloud in the sky",2,NA
"Having a productive day and loving the sunshine. #kingofprocrastination",3,NA
"Jesus am im i freakin out right now or is the humidity at redic levels even by miami standards",1,NA
"@mention oh haha allergies from  this crazy ass weather",1,NA
"#WEATHER:  7:56 pm : 58.0F. Feels 57F. 29.87% Humidity. 5.8MPH Southwest Wind.",2,NA
"Nice rainy day. Sleeping babe beside me. Too bad it has to be ruined with work at 5. But only a 4 hour shift. :]",3,NA
"It is hot af outside",1,NA
"It's nice and chilly",3,NA
"I love when its sunny in the morning",3,NA
"Severe thunderstorm warning for Davidson, Sumner and Wilson Counties for another 15 minutes.",2,NA
"what up everyone beautiful day out today in AZ perfect weather for swimminh witch i did",3,NA
"It's so hot outside!!!! I love this!!!!!!!",3,NA
"Storms have started here in #Casper #Wyoming... Thunder, lightning,rain, & possible hail. Platte river is already flooding. #WyomingFlood",2,NA
"#WEATHER: 7:53 pm E: 60.0F. Feels 58F. 30.06% Humidity. 10.4MPH Northeast Wind.",2,NA
"fucker of a weather outside today ae?!! :o",1,NA
"Sitting in West Hartford center, drinking an iced latte and reading a book in the sunshine. #freetime is a wonderful thing.",3,NA
"#WEATHER:  7:56 pm : 74.0F. Feels F. 29.75% Humidity. 13.8MPH West Wind.",2,NA
"@mention hi how are u and gf,it nice and sunny at last xxx hadd fun on sunday #hillarious xxx",3,NA
"Its 84 degrees in our apartment :(  i have 3 fans on n thats nt doin the trick.Brayden n i mite get hot 2nite.i opend our windows since  ...",1,NA
"Love this weather!!!!!!! (@ Mauldin Cultural Center) {link}",3,NA
"#WEATHER: 2:53 am C: 50.0F. Feels F. 29.99% Humidity. 0.0MPH North Wind.",2,NA
"#tropicalstorm, #philippines: 1200Z 9 May 11 #JTWC ATCF Track, Tropical Storm 03W (Aere). {link} #aere #bebeng #03w",2,NA
"Outside: 62.4 F, Humidity: 83%, Wind: (100) 6 mph, Press: 29.87"", Rain: 0.04",2,NA
"Damn its nice out #sunshine",3,NA
"@mention is that right?lol   Same here hating this hot weather lol",1,NA
"Sunny, warm day here in Darlington, SC. Time to get ready for the Greatest Tradition of the South - the Southern 500",3,NA
"#WEATHER:  3:53 pm : 94.0F. Feels F. 29.69% Humidity. 16.1MPH South Wind.",2,NA
"Damn I dnt feel gud at all...dis weather is killn me",1,NA
"Enjoying the lovely weather and a bowl of curry ramen.",3,NA
"The weather doesnt get much better than this #iloveit",3,NA
"oh I so love rainy days! :-) Can you see the sarcasm? ;-)",1,NA
"I LOVE SUNSHINE~!",3,NA
"Interesting weather... Raining in the backyard and sunny in the front of the house. I'll take it!",3,NA
"Enjoyed having coffee with Mike Wiist, even if it's a cold, rainy day in SLC. Now it's time for lunch! #coffee&fellowship",3,NA
"Had a cracking day out today, enjoying the sun and the Kent coast. Might do a bit more of it tomorrow if the weather stays nice!",3,NA
"@mention @mention raining a bit at Black Star Co-op looks like its down to a near drizzle now. #rain",2,NA
"It's finally my weekend and there's sunshine in the forecast! Hells yes.",3,NA
"Who cares about the rapture tomorrow...sunny and warm in south bend this weekend!",3,NA
"Shitty weather on a really bittersweet day :(",1,NA
"It's amazing how much nicer work is with a warm cup of tea, Phil Keaggy playing in the background, and a gentle spring rain falling outside.",3,NA
"it's quite creepy how the worlds meant to end in like 1 minute and the weather outside is horrible and dark :|",1,NA
"Rockies and NY Mets Wednesday game rescheduled for Thursday @ 1:10 pm due to 'inclement weather' {link}",2,NA
"#WEATHER:  9:54 am : 62.0F. Feels 62F. 29.68% Humidity. 5.8MPH South Wind.",2,NA
"Lenawee County NWS Special Weather Statement issued May 22 at 9:17PM EDT expiring May 22 at 10:00PM EDT by NWS D... {link}",2,NA
"@mention doubtful, it was supposed to start out nice and then be rainy and that's what it's doing. :)",2,NA
"Happy Friday Everyone!!!!! Hope you all are planning a wonderful Sunny Weekend!!! What are your plans????",3,NA
"Are Northwest Springs getting colder?  Check out tonight's weather blog here:  {link}/ {link}",2,NA
"At dis cookout, its hot af out here",1,NA
"this weather is hell on my baby! can we pick a season and stay with it! ugh",1,NA
"Workkkkk. Wahh it's too cold to teach outside.",1,NA
"Statesville, NC Weather - 8:00 PM- Fair Skies, Temp: 73.0, Wind: 0.8, Rain Today: 0.42",2,NA
"#WEATHER: 5:54 pm E: 70.0F. Feels F. 29.85% Humidity. 9.2MPH West Wind.",2,NA
"Oklahoma Weather: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 700 AM CDT FOR NORTHWESTERN BECKHAM A... {link}",2,NA
"Sunny day at Kerry Park ;) {link}",3,NA
"Groggy afternoon, everyone. Child went on field trip to farm on a rainy day. Can't wait to see her come home covered in mud. Ugh and blah.",1,NA
"dis da best weather",3,NA
"this weather is so freakin weird",1,NA
"...SPECIAL WEATHER STATEMENT... AT 512 PM EDT...NATIONAL WEATHER SERVICE DOPPLER RADAR INDICATED STRONG THUNDERSTORMS A {link}",2,NA
"Fuck this sore throat and the weather it came from!",1,NA
"Loving the weather today! Studying outside sounds like the way I'm gonna waste my day!",3,NA
"@mention Not Feb! Lol The humidity is too high right now.",1,NA
"Gardner WX 05/17/11 8:00 PM | 62F, 34&#x25; Humidity, Feels Like 62F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"RT @mention: Fwd: Cass (North Dakota) Severe Thunderstorm Warning until 5/10/11 at 3:45 AM",2,NA
"Having lunch outside is perfect on this beautiful sunny day! #TGIF",3,NA
"Loving this Oklahoma weather!!!",3,NA
"Thunder storms are so amazing. I wish I was cuddled up with someone for it.",3,NA
"THUNDERSTORMS WILL CONTINUE THROUGH LATE EVENING...SOUTHEAST OF A LINE FROM SHIELDS...TO STEELE AND KENSAL. A FEW STORM {link}",2,NA
"Completly sore from yesterday's bike-ride, but ready to get painting outside. The weather's beautiful, and I work better outside my studio.",3,NA
"#WEATHER:  7:56 pm : 79.0F. Feels F. 29.87% Humidity. 6.9MPH South Wind.",2,NA
"Loving the ""warm enough for windows down but no need for air conditioning"" weather",3,NA
"#WEATHER: 1:54 pm C: 79.0F. Feels F. 29.73% Humidity. 16.1MPH West Wind.",2,NA
"RT @mention: Severe thunderstorm watch in effect until 11pm ... {link}",2,NA
"RT @mention: We are streaming a tornado near El Reno, OK on The Weather Channel right now.  Tune in!",2,NA
"So is it cold outside or nt..?",2,NA
"It's kinda cold outside :(",1,NA
"@mention all I knw is MM is gonna b jumpin all summa if this weather stay this beautiful.",3,NA
"I'm in Bend all week long, enjoying coffee and the sunshine, but less you think otherwise, I'm working. Yes, Really.",3,NA
"Lilacs are in full bloom, smells great outside. I wish the entire year had weather just like today.",3,NA
"@mention - great weather!",3,NA
"@mention lucky lady! we had the sun today, so even though it was chilly, it gave me hope.",3,NA
"This rainy day is a great day for Go at @mention.",3,NA
"from the Patch... 5 Great Spots for a Picnic: With good weather here, and hopefully staying, these are my favori... {link}",3,NA
"@mention @mention all calm in Pocahontas. Storm went to the north. Wayward needs to watch it. Looks powerful.",2,NA
"Such great weather in the kc area. I wish I did not see clouds and rain in the future!",3,NA
"damn this weather",1,NA
"Forecast for Friday: Mostly cloudy with a chance of thunderstorms. Showers likely...mainly in the afternoon.... {link} #wv",2,NA
"RT @mention On nice weather days like this I wish I could serve food on roller skates to customers out in ... {link}",3,NA
"Wow, celebrate, blue sky and sunshine in Corning, NY.",3,NA
"I love this weather!",3,NA
"It's hot as hell outside",1,NA
"I'm donnnne w. Finals! Um, but whatsup with this weather?!",1,NA
"The weather looks real nasty outside",1,NA
"Good day, went to the gym and went hiking yay! But the weather is going to suck for the next few days :(",1,NA
"RT @mention: Storm in Parker Co., TX capable of softball size hail in addition to possible tornado threat. Warning info and radar: h ...",2,NA
"Not that it is storming now, but it rained all day and the sky is all funny now. I like weather.",3,NA
"It's so beautiful and sunny outside :) I guess mother nature is paying us back because of the April from hell that she gave us last week.",3,NA
"Fair and Windy and 70 F at Rock Springs, WY Winds are from the South at 32.2 gusting to 42.6 MPH (28 gusting to 37 KT). {link}",2,NA
"its hot as fucc out here",1,NA
"this weather is getting on my nerves. i need tank-top, bikini, short shorts, and flip flop weather. please and thank you :)",1,NA
"Partly sunny, but mild for today. High temps in the upper 60s. Rain overnight, with sprinkles possible for #RFTC Sat. AM.",2,NA
"At an outdoor wedding, 97 degrees in the sun- its sweltering hot! #notafanofoutdoorweddings",1,NA
"Its cold outside but I love it",3,NA
"oh crap @mention: that storm near Greenwood is wrapped up. Take Cover Greenwood and vicinity. #arwx",1,NA
"Sunny and 70 degrees in Phoenix {link}/",2,NA
"@mention a storm is on its way here too! Ugh....this weather is crazy",1,NA
"You know its hot outside when you sweat at night!",1,NA
"1week and I'll be enjoying 90+degrees sunshine & palm trees with @mention iwonder what he has planned",3,NA
"Forecast for Wednesday:  							 								Partly sunny. A chance of showers and thunderstorms... Mainly in th... {link} #wv",2,NA
"This cold ass weather though",1,NA
"@mention not doing too bad... It is actually sunny in Seattle. That forces a good day to happen around here!",3,NA
"Weather great in Chicago",3,NA
"...Step outsides to get warm, and realized it was cold out there too. Uh, warm weather can't just take a break.",1,NA
"RT @mention: Severe Thunderstorm Watch for portions of the WAVE 3 viewing area in KY until 7:00pmCDT/8:00pmEDT. {link} #fb",2,NA
"SPC Severe Thunderstorm Watch 272 {link}",2,NA
"""@mention: @mention please #prayforjoplin. The storm from OK is headed there and there are many people without shelter.""",2,NA
"@mention you mean for once we have nicer weather than you guys? #Sweet",3,NA
"i love this weather :)",3,NA
"RT @mention: Rainy day #photography #tips {link}",2,NA
"90 degrees. It is still a great day to ride a bicycle in Iowa.  You can win prizes for riding {link}",3,NA
"Just slammed down some chipotle, and now I'm awaiting this storm to hit.",2,NA
"Sunshine! Woo :) Keep it coming.",3,NA
"I'm kinda diggin this cold weather. My hair isn't a big frizz ball, #whoopwhoop",3,NA
"@mention yes, hope springs eternal. at least it is sunny!",3,NA
"Peaceful, rainy  Saturday morning. Blueberry muffins, coffee and Hemingway.",3,NA
"wtvanews: Updated information for storm victims in Chickasaw County: {link}",2,NA
"RT @mention: Weather is so bipolar. Smh",1,NA
"Thunderstorms and can't sleep, perfect mind settler. #pouring",1,NA
"Why must the weather be so disfunctional?",1,NA
"@mention chillin tryna make it thru the storm lol",2,NA
"sunny day in saalfelden - off to catch some rays & get some bread! :)",3,NA
"@mention I don't think we'll be going to the market today, either. It's like 40 degrees out. When it was 90 earlier this week! Blah Iowa",1,NA
"Laying in the sweet sunshine:)",3,NA
"Happy rainy Monday.  Enough, already!  It's great connecting with new people here.  We still have 25% off all banners, for the rest of May!",3,NA
"Rainy day in DC {link}",2,NA
"Scary storm!",1,NA
"@mention  Trade ya! I woke up to wind, rain & 42degrees F.  This was after 90 degrees F 4 days ago!",1,NA
"You know what's even stranger than snow in Denver today? Thinking that I might be travelling more then @mention this May? #NASATweetup",2,NA
"Sitting in my backyard enjoying the internet and nice weather while my dogs roam free. Thanks new fence!",3,NA
"So here it is  May 21st ... Supposed Judgement Day ... My  judgement is that  it is a beautiful & and sunny day, so get out and enjoy it.",3,NA
"OH CRAP. poss showers forecasted tomorrow. @mention @mention please advise! Is R2R2R a bad idea in showers? Def a no-go in thunderstorms.",1,NA
"This weather is some bullshit btw",1,NA
"Ahhhh, soaking up the sunshine at the pool. :)",3,NA
"I don't like that we're at the 80s now. We went from 50s and 60s and skipped RIGHT OVER the 70s! My body isn't ready for 80s! #weather",1,NA
"@mention I think it's just a combo of humid/overcast weather & being overly tired. It'll go away soon enough, I hope. #Iseeanapinmyfuture",1,NA
"RT @mention: Severe Thunderstorm Watch for portions of the KMOV viewing area in MO until 5:00am. {link}, #stlweather",2,NA
"weather.com update:  Current Weather Conditions In Las Vegas, NV (89119) {link}",2,NA
"#WEATHER: 12:48 am : 61.9F. Feels F. % Humidity. 0.0MPH North Wind.",2,NA
"RT @mention: RT @mention Couldn't ask for better weather for the @mention #POUNDIT",3,NA
"I love this weather baby&lt;3",3,NA
"@mention wish I was there right now...I come down there every summer, but stuck in rainy Nebraska @mention",1,NA
"RT @mention: Severe Thunderstorm Warning for Atchison-KS, Leavenworth-KS, Buchanan-MO &",2,NA
"It's cold outside.  Also, it's chilly outside.",2,NA
"#WEATHER:  12:51 am: 84.0F. Feels F. 29.76% Humidity. 8.1MPH North Wind.",2,NA
"#WEATHER: 5:56 pm M: 78.0F. Feels F. 30.11% Humidity. 0.0MPH North Wind.",2,NA
"This is BS how could they ruin Glee with the freakin weather update?!? Nobody cares!!!! The tornado is nowhere near us! Put Glee back on!!",1,NA
"#WEATHER:  12:56 am: 60.0F. Feels 59F. 30.00% Humidity. 6.9MPH North Wind.",2,NA
"This weather is depressing, I'm so ready for summer :(",1,NA
"Everybody talkin bout its cold. Im in heaven out here",3,NA
"It aint that Hot out here today",2,NA
"RT @mention: Lovin this weather :)",3,NA
"Holy earache, it's windy!",1,NA
"Weather system leaves jet stream, causes colder weather for Manchester {link} #News",2,NA
"Who else is excited for this storm? Bring on the tornadoes.",3,NA
"THUNDER STORM FORECAST FOR DALLAS TONITE",2,NA
"Today for the first time i think ever I envied the guy outside mowing the lawn #sunshine",3,NA
"Rainy weekend ahead, perfect to take everybody out to the theaters! Win 4 tickets to a movie of your choice in just 30 minutes! KMBN Radio!",2,NA
"New event. Severe Thunderstorm Warning from 5/25/2011 1:15 PM to 2:15 PM CDT for Christian Coun... Read more at {link}",2,NA
"RT @mention: Sunny, with highs in the 90s for Las Vegas {link}",2,NA
"Gardner WX 05/15/11 2:00 PM | 53F, 65&#x25; Humidity, Feels Like 53F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"This weather is garbage.. As is this hangover.. #blah",1,NA
"@mention Awesome! Might as well keep the car in the shop as long as the weather is nice! :)",3,NA
"Local Storm Spotter Follows Storms {link}",2,NA
"RT @mention: Severe Weather Bulletin for Rutherford County Issued at: 3:49 PM CDT 5/22/11, expires at: 5:00 PM CDT 5/22/11",2,NA
"KE: Fair and Windy and 37 F at Copper Mountain (12,400 feet), CO Winds are from the South at 33.4 gusting to 40.3 MPH ( {link}",2,NA
"Outside: 65.0 F, Humidity: 25%, Wind: (34) 14 mph, Press: 30.03"", Rain: 0.00",2,NA
"It is chilly... Passing showers and upper 50's today ... I will have to layer up for Reds game mire info {link}",2,NA
"Because of the really nice weather, I don't think there will be a lot to do today",3,NA
"Hate this weather!!!!",1,NA
"sacked off #Glamping weather is fucking rank!",1,NA
"Gardner WX 05/06/11 3:00 PM | 74F, 38&#x25; Humidity, Feels Like 77F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"Could it be? 1-2 inches of rain coming this week? Severe storms possible by tomorrow: {link}/",2,NA
"Finally nice weather for a track meet #qualifiers",3,NA
"@mention @mention Thanks for the bday wishes! All I wanted was Seattle to give me some sunshine today. And it has delivered :)",3,NA
"Having so much fun! Amazing weather, street performances, outdoor playing bands {link}",3,NA
"18:43-Sky:  mostly cloudy|Vis: 9mi -Temp: 83.5F-Hum: 65.0 %-Pres: 29.74""-24Hr Rain: 0.00""-Winds: N 0.0 MPH-Windchill: 88.4F #cltwx",2,NA
"sunny day, windows open and a picnic with friends! Lets hope spring stays this way for a loooong time",3,NA
"RT @mention: If you're in Cincinnati then a storm is coming at 1:00, have your #ThunDroid ready!",2,NA
"It's already a gorgeous day, but these add a bit more sunshine! {link}",3,NA
"Loving the storm in Columbia right now. Would love to go to the cliff and watch it roll in!",3,NA
"So glad to finally be back in sunny FL after a week's worth of heavy rain in NY/NJ...",3,NA
"Weather Radio is goin off. Thunderstorm Watch!",2,NA
"I wish the weather was like this every day of the year! I love it!",3,NA
"I hope everyone is enjoying this beautiful weather. :)",3,NA
"This weather is so shitty.",1,NA
"Clear tonight, low 55 (13 C).  Mostly sunny Monday, high near 84 (29 C).",2,NA
"I lost my sunglasses. I really need them too. #sunshine makes me happy",3,NA
"Dumb Ass Weather",1,NA
"Too damn hot outside...",1,NA
"@mention Not too much for us either. Wore myself out last week so enjoying some much needed time at home today. Loving the weather right now",3,NA
"Ain't nothing better than a bay area weather",3,NA
"Wow, SR20 made the Daily Mail site in the UK. Washington State Route 20: Highway buried under 75FEET of snow {link} #snow",2,NA
"Morning all, weather gorgeous cos kids have gone to school..lol x",3,NA
"Got sone things to do before the rain and/or snow hits.",2,NA
"Happy Friday! Weather today and for the weekend will be splendiferous",3,NA
"Dragged myself out if bed. Dreading to see what the weather is like.. Bad mood x2",1,NA
"#WEATHER: 4:54 am M: 39.0F. Feels 35F. 29.99% Humidity. 5.8MPH Northeast Wind.",2,NA
"Well... had a fun time yellin @ sum lady 4 not mailin me sumthin I ordered 2mon ago... an its sunny out... da day seems gd so far...",3,NA
"Weather lookin crucial,, got me out here scurred nd shit!! Lol",1,NA
"Ran 5.52 miles in 57 mins and felt great. Warm and sunny, but beautiful out! Felt good, but tired and ready t... {link}",3,NA
"Sitting poolside, 85 and sunny. U MAD BROHIO?",3,NA
"Severe Thunderstorm Warning for Floyd, Franklin, Montgomery and Patrick County in VA until 4:30pm EDT. #vawx",2,NA
"#WEATHER:  2:53 pm : 71.0F. Feels F. 29.94% Humidity. 15.0MPH Southeast Wind.",2,NA
"#WEATHER:  4:53 am : 36.0F. Feels F. 29.81% Humidity. 0.0MPH North Wind.",2,NA
"The weather is quite ugly in SD and my original plans for the day fell through...Totally bummed.",1,NA
"RT @mention: The sun is shining... ~ the weather is sweet!",3,NA
"Rough day being on the practice tee today.  What happened to the nice weather?",1,NA
"#WEATHER:  3:52 am : 70.0F. Feels F. 30.03% Humidity. 4.6MPH Southeast Wind.",2,NA
"Another sunny day in Canterbury. Now the unenviable task of having to clean the BBQ. At least I can do it outside.",3,NA
"Hello 80 degree weather. I missed you.",3,NA
"Why has the weather sucked so bad lately? A hurricane isn't gonna stop me from getting my swag on.",1,NA
"@mention @mention @mention @mention @mention @mention GM! How's the weather doin' in NC? Nice and sunny here in Dallas",3,NA
"Check out these awesome pics of the storm coming into the Twin Cities this a.m.  {link}",2,NA
"Rainy! (@ MBTA South Station w/ 6 others) {link}",2,NA
"As nice as this weather is! I need to be shooting!",3,NA
"#incollege I witnessed the most snow of my life and had an epic snowball fight!!",3,NA
"This awesome weather is such a reprieve!",3,NA
"I think the sunshine went away :(",1,NA
"RT @mention: Some meetings today.  Sure is a nice day outside!  Sunny but not too hot.",3,NA
"Ugh people these days! Lol enjoying the weather :)",3,NA
"New event. Severe Thunderstorm Warning from 5/24/2011 10:25 PM to 11:30 PM CDT for Washington C... Read more at {link}",2,NA
"#WEATHER: 9:53 pm C: 62.0F. Feels 62F. 29.89% Humidity. 4.6MPH South Wind.",2,NA
"Loving being home in the sunshine :)",3,NA
"Active Weather Across Midwest Over Weekend: Heavy showers and thunderstorms will hit portions of the Midwest ove... {link}",2,NA
"On another q400 I'm waving at you @mention  no snow tonight so I should get home in time!",3,NA
"Clark County, Ind.: Special Weather Statement issued May 08 at 5:37AM EDT expiring May 08 at 7:30AM EDT by... {link} #cjalert",2,NA
"@mention shit is nice out here. Windy as shit but nice",3,NA
"Outside: 56.3 F, Humidity: 86%, Wind: (59) 4 mph, Press: 29.92"", Rain: 0.00",2,NA
"This. This is the weather I want for the Sounders/Timbers match this Saturday. Weather gods? See to it!",3,NA
"RT @mention: Warm weather, I love you.",3,NA
"Outdoor dining weather!",3,NA
"@mention thank goodness it is not a hot and windy day.",3,NA
"RT @mention: Thank you to all who helped at a Garlic Mustard pull this weekend! Even though the weather wasn't the best we sure. ...",1,NA
"The stage 2 roads from Nevada City to Sacramento is still covered with snow. It'll look nice on TV but Very dangerous for the riders....",1,NA
"Sitting at work its so warm i love it!!! shout out to @mention",3,NA
"Ssshhhhhh Don't wake the ASU kids! RT @mention: Good Morning Scottsdale!!! Starting off to be another day of perfect weather.",3,NA
"Its stupid hot out here guess I'll wet my hair & wear the wet & wavy look #TeamGoodHair lol",1,NA
"Beautiful weather up here in New England...back to VA I go!",3,NA
"Fuck! How did it start out sunny and warm and w/in a matter of hours shift to dreary and cold out! Fuckin milwaukee. #OperationRelocate lol",1,NA
"Wtf is this fuck ass weather we're supposed to be getting? Rain from sunday to thursday? Really???",1,NA
"RT @mention: Y the FUCK has it been cold outside?",1,NA
"Not excited to work in this freezing weather.",1,NA
"...anyways. Other than that, I am having a great mothers day!!! Love this weather.",3,NA
"I hear a storm coming! dang!",1,NA
"We're supposed to get some apeshit thunderstorms and hail. To my @mention friends, check out the Weather.com statement.",2,NA
"Las vegas weather needs to stop PMSing !  -________________-",1,NA
"the sun is such an amazing, abundant source of energy...i love this southern california spring sunshine ;o)",3,NA
"BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE SIOUX FALLS SD 521 PM CDT THU MAY 12 2011  TH",2,NA
"This weather is gross! I wish I was my dog right now she gets to sleep way to much!! I want a nap!!",1,NA
"I love the weather right now :)",3,NA
"Uh oh watch out yall RT @mention This weather has me all peppy and shit. Spewing love and happiness all over the place.  #beware",3,NA
"RT @mention: Weather forecast looks good and the countdown remains on track for tomorrow's shuttle launch. {link} ...",3,NA
"Clear skies predicted for the rest of the day! Hallelujah! #weather #saltlakecity",3,NA
"This weather .. Is simply perfect :)",3,NA
"It's a beautiful sunny day today! {link}/",3,NA
"@mention shoulda come to Idaho its 60 and sunny here weener {link}",3,NA
"Severe Thunderstorm Watch Issued For Charlotte Area The Charlotte area is under a severe thunderstorm watch until 11 p.m {link}",2,NA
"THUNDERSTORMS!  Lasagna with the roomies, kelsey, and ben..  then laundry and movies all night.",2,NA
"Its cold as fukk outside",1,NA
"Good morning! Sunny Monday! It can't get much better than this.",3,NA
"So glad it is Firday! Weather is FINALLY NICE! Going to the @mention  game tonight! Will be endulging in some Blatz! WAR CESAR POLACHAY!",3,NA
"Michigan weather suxs",1,NA
"SEVERE T'STORM WARNING UNTIL 10PM FOR EMPORIA, VA more storms possible tonight, Hampton Roads!!!!",2,NA
"@mention i'm getting ready for work. which sucks because it is raing so hard outside; this is sleep weather.",1,NA
"@mention nothing , relaxing today wit Kim. To hot to do n e thing outside",1,NA
"this weather couldnt be more perfect!! glad i get to work outside today!! #perfectweather",3,NA
"Ok we have bad storm its dark outside the power out now what im bored!",1,NA
"By this evening & especially overnight into Friday, chances for scattered showers & storms increase, as our next storm system approaches.",2,NA
"We finally have some nice weather! Anyone going to be grilling this weekend?",3,NA
"RT @mention: Pics from last week's (rainy day) shoot are up on Facebook. Thanks @mention they are SO GOOD! {link}",2,NA
"I wish I didn't have class today so I could just lay out all day. It's perfect San Diego weather right now",3,NA
"im freezing...at least my sandaled feet are...wasn't it supposed to be pretty today? #tufts2011",1,NA
"Paris has wiped me out... Very excited to get to barcelona and hot weather!",3,NA
"From Chief Meteorologist Kendra Kent: Showers possible Friday, get my webcast at {link} #fb",2,NA
"Damn its HOT outside",1,NA
"Blue skys and sunny weather, and a perfect temperature.... ahhh =)",3,NA
"At the pool w the twins--sunshine therapy always does me tons of good....",3,NA
"Stupid weather.",1,NA
"Soaking in the sunshine!",3,NA
"@mention I'm just nervous. The weather is crazy!",1,NA
"Storm Chasing for 13 May 2011. More at {link} {link}",2,NA
"RT @mention: Too hot outside!! All mi darkskin brothas we gatta stay out the sun 2day ..",1,NA
"New event. Severe Thunderstorm Warning from 5/22/2011 4:57 PM to 6:00 PM EDT for Boyd County, W... Read more at {link}",2,NA
"@mention @mention @mention thanks! Too bad the weather isn't nicer!  {link}",1,NA
"It's sooooooo HOT outside",1,NA
"RT @mention: Severe Thunderstorm watch in effect for ADAMS, CUMBERLAND, DAUPHIN, FRANKLIN, JUNIATA, LANCASTER, LEBANON, MIFFLIN....",2,NA
"Its Hot AF outside & I'm in the house!",1,NA
"I hate this weather @mention",1,NA
"It needs to either be sunny or raining. I don't like just clouds. I feel lifeless because of it.",1,NA
"Compost Site - Special Opening: Due to the storm and wind event, the Compost Site will be open on Tuesday,... {link}",2,NA
"#Discovery 's #StormChasers capture Alabama twisters {link}/",2,NA
"Its hot denabitch outside",1,NA
"Due to inclement weather, the Columbia Wheelchair Wash and Roll scheduled for this weekend has been cancelled.",2,NA
"Thunderstorm in Vicinity at Farmington Airport, MO Winds are from the Southeast at 16.1 gusting to 21.9 MPH (14 gusting {link}",2,NA
"Beautiful weather...gotta go to work :-/",3,NA
"This weather is insane ! &gt;:|",1,NA
"This hot weather relaxes me!  ~_~",3,NA
"It's absolutely freezing. It's May, right ?",1,NA
"@mention 90 degrees sounds gross.",1,NA
"ohio's shitty weather delaying my travel plans how unfortunate",1,NA
"Weather.... You are now making my life difficult.",1,NA
"San Antonio, Texas Weather :: 71F OVERCAST from San Antonio, Texas Weather {link}",2,NA
"RT @mention: #TSA Hazardous Weather Outlook (HWO) {link}",2,NA
"Lovely day today lets hope the sunshine stays!! lots of caravans in the yard. we have a immaculate 2005 willerby vogue 3 bed for sale :)",3,NA
"its perfect make out weather",3,NA
"Monday Weather Update {link}",2,NA
"RT @mention: The humidity outside fucking sucks. With @mention @mention @mention @mention @mention @mention ...",1,NA
"fuck this cold weather. it's may. gtfo outta here mother nature.",1,NA
"MVC track athletes deserve better than 46 degrees, windy and rainy.  Hope for the best under the worst of conditions in Cedar Falls.",1,NA
"More East Nashville storm damage  {link}",2,NA
"If this storm cuts out my TV I am going to be #pissed",1,NA
"This cold/cloudy weather needs to be done #summershere",1,NA
"Lovingg this weather! &lt;3",3,NA
"RT @mention: Severe Thunderstorm Warning for Frederick, Howard, and Montgomery County until 8:00pm. {link}",2,NA
"mini vacation over back to work today rainy",2,NA
"My god I'm freezing.",1,NA
"Wtf? Its gorgeous in California all week. Come the weekend when Adam and I get there its rainy and cold. Urgh!",1,NA
"@mention Have fun love, hope the weather stays nice!",3,NA
"Outside: 62.4 F, Humidity: 64%, Wind: (111) 5 mph, Press: 29.95"", Rain: 0.00",2,NA
"The weather is sooo beautiful.  I've been waiting for this weather in DC for a long time.  #sundresses&sandals! :)",3,NA
"this weather jus ruined my plans .",1,NA
"rain + 90 degree heat = humidity. ugh.",1,NA
"#WEATHER:  3:53 pm : 87.0F. Feels F. 29.82% Humidity. 3.5MPH Variable Wind.",2,NA
"Happy #friday everyone! Any fun plans this weekend? #Boston weather is beautiful today! :)",3,NA
